[ 2013-02-27T05:55:38+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2] file_get_contents(D:\Zend\Apache2\htdocs\trunk/apps/house/Tpl/default/HomeRegion/Public/static/image.html.html) [<a href='function.file-get-contents'>function.file-get-contents</a>]: failed to open stream: No such file or directory ThinkTemplate.class.php 第 790 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2] Invalid argument supplied for foreach() ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2] file_get_contents(D:\Zend\Apache2\htdocs\trunk/apps/house/Tpl/default/HomeRegion/Public/static/image1.html.html) [<a href='function.file-get-contents'>function.file-get-contents</a>]: failed to open stream: No such file or directory ThinkTemplate.class.php 第 790 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2] Invalid argument supplied for foreach() ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 21 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: parentName 0ff6f63c6e69396428a6d672ca8f52ad.php 第 27 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 40 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 49 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 50 行.
[ 2013-02-27T14:58:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 51 行.
[ 2013-02-27T06:59:39+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:59:39+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:59:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | SQL:  RunTime:0.005351s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T14:59:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | SQL:  RunTime:0.003177s SQL = SELECT * FROM `ts_home_region` WHERE ( `id` = '18' ) LIMIT 1 
[ 2013-02-27T14:59:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 21 行.
[ 2013-02-27T14:59:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: parentName 0ff6f63c6e69396428a6d672ca8f52ad.php 第 27 行.
[ 2013-02-27T14:59:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 40 行.
[ 2013-02-27T14:59:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 49 行.
[ 2013-02-27T14:59:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 50 行.
[ 2013-02-27T14:59:39+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 51 行.
[ 2013-02-27T07:00:01+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 237 行.
[ 2013-02-27T07:00:01+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:00:04+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | SQL:  RunTime:0.004997s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:00:04+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | SQL:  RunTime:0.001544s SQL = SELECT * FROM `ts_home_region` WHERE ( `id` = '18' ) LIMIT 1 
[ 2013-02-27T15:00:10+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 21 行.
[ 2013-02-27T15:00:10+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: parentName 0ff6f63c6e69396428a6d672ca8f52ad.php 第 27 行.
[ 2013-02-27T15:00:10+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 40 行.
[ 2013-02-27T15:00:10+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 49 行.
[ 2013-02-27T15:00:10+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 50 行.
[ 2013-02-27T15:00:10+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: vo 0ff6f63c6e69396428a6d672ca8f52ad.php 第 51 行.
[ 2013-02-27T07:00:15+00:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 237 行.
[ 2013-02-27T07:00:15+00:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:00:15+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeRegionAction.class.php on line 4 and defined extend.php 第 2484 行.
[ 2013-02-27T15:00:15+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | SQL:  RunTime:0.003712s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:00:15+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | SQL:  RunTime:0.000726s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T15:00:15+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:00:15+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T07:00:20+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=edit&id=18 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T07:00:20+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=edit&id=18 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:00:20+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=edit&id=18 | NOTIC: [8] Undefined index: pid HomeRegionAction.class.php 第 22 行.
[ 2013-02-27T15:00:20+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=edit&id=18 | SQL:  RunTime:0.003674s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:00:20+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=edit&id=18 | NOTIC: [8] Undefined index: pid HomeRegionAction.class.php 第 23 行.
[ 2013-02-27T15:00:20+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=edit&id=18 | SQL:  RunTime:0.000845s SQL = SELECT * FROM `ts_home_region` WHERE ( `id` = null ) LIMIT 1 
[ 2013-02-27T15:00:20+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=edit&id=18 | SQL:  RunTime:0.003759s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:00:20+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=edit&id=18 | SQL:  RunTime:0.001202s SQL = SELECT * FROM `ts_home_region` WHERE ( `id` = '18' ) LIMIT 1 
[ 2013-02-27T07:10:00+00:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T07:10:00+00:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:10:00+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeRegionAction.class.php on line 4 and defined extend.php 第 2484 行.
[ 2013-02-27T15:10:00+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | SQL:  RunTime:0.042195s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:10:00+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | SQL:  RunTime:0.001238s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T15:10:00+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:10:00+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T07:12:43+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T07:12:43+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004446s SQL = SHOW COLUMNS FROM ts_home_type
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001302s SQL = SELECT id,name FROM `ts_home_type` WHERE ( `status` = 1 )
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeAction.class.php on line 8 and defined extend.php 第 2484 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004221s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001132s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.005448s SQL = SHOW COLUMNS FROM ts_home
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 90 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 93 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price1 HomeAction.class.php 第 99 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price2 HomeAction.class.php 第 100 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 101 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square1 HomeAction.class.php 第 117 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square2 HomeAction.class.php 第 118 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 133 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 134 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: hometypeid HomeAction.class.php 第 135 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 136 行.
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.000663s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home` WHERE ( 1=1 ) LIMIT 1 
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001370s SQL = SELECT * FROM `ts_home` WHERE ( 1=1 ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T15:12:43+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: type 6ef2e9e9bbd218eefe35cdd1e943883c.php 第 63 行.
[ 2013-02-27T07:12:44+00:00 ] /trunk/index.php?app=House&mod=HomeType&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T07:12:44+00:00 ] /trunk/index.php?app=House&mod=HomeType&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:12:44+08:00 ] /trunk/index.php?app=House&mod=HomeType&act=index | SQL:  RunTime:0.004729s SQL = SHOW COLUMNS FROM ts_home_type
[ 2013-02-27T15:12:44+08:00 ] /trunk/index.php?app=House&mod=HomeType&act=index | SQL:  RunTime:0.003440s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home_type` LIMIT 1 
[ 2013-02-27T15:12:44+08:00 ] /trunk/index.php?app=House&mod=HomeType&act=index | SQL:  RunTime:0.001119s SQL = SELECT * FROM `ts_home_type` ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T07:12:46+00:00 ] /trunk/index.php?app=House&mod=HomeConfig&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T07:12:46+00:00 ] /trunk/index.php?app=House&mod=HomeConfig&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:12:46+08:00 ] /trunk/index.php?app=House&mod=HomeConfig&act=index | SQL:  RunTime:0.003635s SQL = SHOW COLUMNS FROM ts_home_config
[ 2013-02-27T15:12:46+08:00 ] /trunk/index.php?app=House&mod=HomeConfig&act=index | SQL:  RunTime:0.001177s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home_config` LIMIT 1 
[ 2013-02-27T15:12:46+08:00 ] /trunk/index.php?app=House&mod=HomeConfig&act=index | SQL:  RunTime:0.001557s SQL = SELECT * FROM `ts_home_config` ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T15:12:46+08:00 ] /trunk/index.php?app=House&mod=HomeConfig&act=index | NOTIC: [8] Undefined variable: type d1a34f6bcdb7a6151a0850858c2ee26a.php 第 7 行.
[ 2013-02-27T07:12:47+00:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T07:12:47+00:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:12:47+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeRegionAction.class.php on line 4 and defined extend.php 第 2484 行.
[ 2013-02-27T15:12:47+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | SQL:  RunTime:0.004561s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:12:47+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | SQL:  RunTime:0.001752s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T15:12:47+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:12:47+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T07:12:48+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T07:12:48+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeRegionAction.class.php on line 14 and defined extend.php 第 2484 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | SQL:  RunTime:0.004017s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | SQL:  RunTime:0.002574s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [2] Invalid argument supplied for foreach() ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [2] file_get_contents(D:\Zend\Apache2\htdocs\trunk/apps/house/Tpl/default/HomeRegion/Public/static/image.html.html) [<a href='function.file-get-contents'>function.file-get-contents</a>]: failed to open stream: No such file or directory ThinkTemplate.class.php 第 790 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [2] Invalid argument supplied for foreach() ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [2] file_get_contents(D:\Zend\Apache2\htdocs\trunk/apps/house/Tpl/default/HomeRegion/Public/static/image1.html.html) [<a href='function.file-get-contents'>function.file-get-contents</a>]: failed to open stream: No such file or directory ThinkTemplate.class.php 第 790 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:12:48+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [2] Invalid argument supplied for foreach() ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [2] Invalid argument supplied for foreach() ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined index: name 0ff6f63c6e69396428a6d672ca8f52ad.php 第 21 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined variable: cat 0ff6f63c6e69396428a6d672ca8f52ad.php 第 28 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined variable: cat 0ff6f63c6e69396428a6d672ca8f52ad.php 第 28 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined index: remark 0ff6f63c6e69396428a6d672ca8f52ad.php 第 42 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined index: timage 0ff6f63c6e69396428a6d672ca8f52ad.php 第 51 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined index: oimage 0ff6f63c6e69396428a6d672ca8f52ad.php 第 52 行.
[ 2013-02-27T15:12:49+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=19 | NOTIC: [8] Undefined index: id 0ff6f63c6e69396428a6d672ca8f52ad.php 第 53 行.
[ 2013-02-27T07:13:14+00:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T07:13:14+00:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:13:14+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeRegionAction.class.php on line 4 and defined extend.php 第 2484 行.
[ 2013-02-27T15:13:14+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | SQL:  RunTime:0.003551s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:13:14+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | SQL:  RunTime:0.000985s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T15:13:14+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:13:14+08:00 ] /trunk/index.php?app=House&mod=HomeRegion&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T07:13:17+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 16 行.
[ 2013-02-27T07:13:17+00:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeRegionAction.class.php on line 14 and defined extend.php 第 2484 行.
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | SQL:  RunTime:0.005494s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | SQL:  RunTime:0.000995s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2] Invalid argument supplied for foreach() ThinkTemplate.class.php 第 254 行.
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [2] file_get_contents(D:\Zend\Apache2\htdocs\trunk/apps/house/Tpl/default/HomeRegion/Public/static/image.html.html) [<a href='function.file-get-contents'>function.file-get-contents</a>]: failed to open stream: No such file or directory ThinkTemplate.class.php 第 790 行.
[ 2013-02-27T15:13:17+08:00 ] /trunk/index.php?app=house&mod=homeRegion&act=add&pid=18 | NOTIC: [8] Undefined variable: taglibs ThinkTemplate.class.php 第 254 行.
